university,university-href,col-list,col-list-href,College Name,College Category,Approved By,College Code,Affiliated University,Established Year,College Type,Institution Type,Address,Pin Code,Location,District,Contact Number 1,Contact Number 2,Courses
"Bharathiyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/7/Bharathiyar-University-Affiliated-Colleges.html","Govt. Arts College (Autonomous), Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/138/Govt-Arts-College-Autonomous.html","Govt. Arts College (Autonomous)","Arts & Science","NAAC","null","Bharathiyar University","1852","Co-Education","Government","Govt. Arts College (Autonomous), Coimbatore

Govt. Arts College Road

Coimbatore","641 018","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Geography""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Psychology""},{""Courses"":""» B.Sc. - Statistics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Computer Application""},{""Courses"":""» B.B.M. - Business Management""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - History""},{""Courses"":""» B.A. - Political Science""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» B.A. - Tourism & Travel Management""},{""Courses"":""» M.Sc. - Botany""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.Sc. - Zoology""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - Economics""},{""Courses"":""» M.A. - English""},{""Courses"":""» M.A. - History""},{""Courses"":""» M.A. - Public Administration""},{""Courses"":""» M.A. - Tamil""},{""Courses"":""» P.G.D. - Banking Management""},{""Courses"":""» P.G.D. - Bio-Informatics""},{""Courses"":""» P.G.D. - Political Science""},{""Courses"":""» P.G.D. - Web Designing""},{""Courses"":""» Ph.D. - Botany""},{""Courses"":""» Ph.D. - Chemistry""},{""Courses"":""» Ph.D. - English""},{""Courses"":""» Ph.D. - Mathematics""},{""Courses"":""» Ph.D. - Physics""},{""Courses"":""» Ph.D. - Zoology""},{""Courses"":""» M.Phil. - Botany""},{""Courses"":""» M.Phil. - Chemistry""},{""Courses"":""» M.Phil. - Computer Science""},{""Courses"":""» M.Phil. - English""},{""Courses"":""» M.Phil. - Mathematics""},{""Courses"":""» M.Phil. - Physics""},{""Courses"":""» M.Phil. - Zoology""}]"
"Anna University - Trichy","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/4/Anna-University-Trichy-Affiliated-Colleges.html","A.R.J. College of Engineering and Technology, Mannargudi, Tiruvarur","http://www.colleges-in-tamilnadu.com/colleges/565/A-R-J-College-of-Engineering-and-Technology.html","A.R.J. College of Engineering and Technology","Engineering","AICTE","3821","Anna University - Trichy","2002","Co-Education","Self Finance","A.R.J. College of Engineering and Technology,

Thirumakottai Main Road,

Edayarnatham,

Sundarakkottai,

Mannargudi.","614 001","Mannargudi","Tiruvarur","04367-250947","04367-250948","[{""Courses"":""» B.Tech. - Bio Technology""},{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
"Periyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/15/Periyar-University-Affiliated-Colleges.html","Jairam Arts and Science College, Salem","http://www.colleges-in-tamilnadu.com/colleges/185/Jairam-Arts-and-Science-College.html","Jairam Arts and Science College","Arts & Science","null","null","Periyar University","1998","Co-Education","","Jairam Arts and Science College

Near Bharathi Vidhyalaya Hr. Sec. School,

Chinna Thirupathy (PO),

Salem- 636 008,","636 008","Salem","Salem","null","null","[]"
"Tiruvalluvar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/25/Tiruvalluvar-University-Affiliated-Colleges.html","Kamban College Arts and Science for Women, Tiruvannamalai, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/199/Kamban-College-Arts-and-Science-for-Women.html","Kamban College Arts and Science for Women","Arts & Science","null","null","Tiruvalluvar University","1995","Womens","","Kamban College of Arts & Science For Women

Mathur,

Tiruvannamalai - 606 603","606 603","Tiruvannamalai","Tiruvanamalai","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» M.Sc. - Computer Science""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Karpagam Nursing College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1688/Karpagam-Nursing-College.html","Karpagam Nursing College","Nursing","INC","null","Tamil Nadu Dr. M.G.R. Medical University","2007","Co-Education","Self Finance","Karpagam Nursing College

S.F.No.770, 763

Othakkal Mandapam Village

Coimbatore","641 032","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Sc. - Nursing""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","St. Josephs College of Education, Tuticorin","http://www.colleges-in-tamilnadu.com/colleges/2799/St-Josephs-College-of-Education.html","St. Josephs College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2006","Co-Education","Self Finance","St. Josephs College of Education

Joseph Nagar

Puthukulam (P.O)

Sathankulam","628 704","Tuticorin","Tuticorin","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","The Erode College of Pharmacy, Erode","http://www.colleges-in-tamilnadu.com/colleges/1596/The-Erode-College-of-Pharmacy.html","The Erode College of Pharmacy","Pharmacy","AICTE and PCI","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","The Erode College of Pharmacy

Perundurai Main Road

Veppampalayam

Vallipurathanpalayam (P.O)

Erode","638 112","Erode","Erode","null","null","[{""Courses"":""» B.Pharm. - Pharmacy""},{""Courses"":""» M.Pharm. - Pharmaceutics""}]"
"Anna University - Trichy","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/4/Anna-University-Trichy-Affiliated-Colleges.html","Bharath Niketan Engineering College, Aundipatti, Theni","http://www.colleges-in-tamilnadu.com/colleges/608/Bharath-Niketan-Engineering-College.html","null","null","null","null","null","null","null","null","null","null","null","null","null","null","[]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Easwari Engineering College, Ramapuram, Chennai","http://www.colleges-in-tamilnadu.com/colleges/647/Easwari-Engineering-College.html","Easwari Engineering College","Engineering","AICTE","null","Anna University","1996","Co-Education","Self Finance","Easwari Engineering College,

Bharathi Salai,

Ramapuram,

Chennai.","600 089","Ramapuram","Chennai","044 - 22490853","044 - 22490431","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.E. - Communication Systems""},{""Courses"":""» M.E. - Computer Science and Engineering""},{""Courses"":""» M.E. - Embedded System""},{""Courses"":""» M.E. - Power Electronics and Drives""},{""Courses"":""» M.E. - Software Engineering""},{""Courses"":""» M.E. - VLSI Design""},{""Courses"":""» M.C.A. - Computer Application""},{""Courses"":""» M.B.A. - Business Administration""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Miot College of Nursing, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1697/Miot-College-of-Nursing.html","Miot College of Nursing","Nursing","INC","null","Tamil Nadu Dr. M.G.R. Medical University","null","Womens","Self Finance","Miot College of Nursing

No.4/112, Mount Poonamalle Road

Manapakkam

Chennai","600 089","Chennai","Chennai","null","null","[{""Courses"":""» B.Sc. - Nursing""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Srah College of Education for Women, Erode","http://www.colleges-in-tamilnadu.com/colleges/2609/Srah-College-of-Education-for-Women.html","Srah College of Education for Women","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Womens","Self Finance","Srah College of Education for Women

Nanjai Uthukuli Post

Erode","638 104","Erode","Erode","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Thangavelu Engineering College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1010/Thangavelu-Engineering-College.html","Thangavelu Engineering College","Engineering","null","1319","Anna University","null","Co-Education","Self Finance","Thangavelu Engineering College,

Rajiv Gandhi salai,

IT Highway,

Old Mahabalipuram Road,

Karapakkam,

Chennai.","600 097","Chennai","Chennai","044-24911282","044-24501045","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.C.A. - Computer Application""},{""Courses"":""» M.B.A. - Business Administration""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Christ College of Education for Women, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1941/Christ-College-of-Education-for-Women.html","Christ College of Education for Women","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Womens","Self Finance","Christ College of Education for Women

Christ Garden

Collector Bungalow Back Side

Jetihalli

Dharmapuri","636 707","Dharmapuri","Dharmapuri","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Bharathidasan University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/8/Bharathidasan-University-Affiliated-Colleges.html","M.R. Govt. Arts College, Tiruvarur","http://www.colleges-in-tamilnadu.com/colleges/237/M-R-Govt-Arts-College.html","M.R. Govt. Arts College","Arts & Science","null","null","Bharathidasan University","1971","Co-Education","Government","M.R. Govt. Arts College

Mannargudi

Tiruvarur","614 001","Tiruvarur","Tiruvarur","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - History""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.A. - History""},{""Courses"":""» M.A. - Tamil""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","New Millennium College of Education, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/2371/New-Millennium-College-of-Education.html","New Millennium College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","New Millennium College of Education

Kumarapettai

Pathirikuppam

Cuddalore","607 401","Cuddalore","Cuddalore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Deemed University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/27/Deemed-University-Affiliated-Colleges.html","Dr. M.G.R. Educational and Research Institute, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1979/Dr-M-G-R-Educational-and-Research-Institute.html","Dr. M.G.R. Educational and Research Institute","Teacher Education","NCTE","null","Deemed University","2005","Co-Education","Self Finance","Dr. M.G.R. Educational and Research Institute

Periyar E.V.R. High Road

Maduravoyal

Chennai","600 095","Chennai","Chennai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Balaji Institute of Engineering and Technology,, Kanchipuram, Chennai","http://www.colleges-in-tamilnadu.com/colleges/603/Balaji-Institute-of-Engineering-and-Technology.html","Balaji Institute of Engineering and Technology,","Engineering","AICTE","1435","Anna University","2008","Co-Education","Self Finance","Balaji Institute of Engineering and Technology,

Thandalam Village,

Thiruporur,

Kanchipuram,

Chennai.","603 110","Kanchipuram","Chennai","044-27498544","null","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","D.V.C. College of Education, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1962/D-V-C-College-of-Education.html","D.V.C. College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","D.V.C. College of Education

Thirumurugan Nagar

Srimushnam

Kattumannarkoil Taluk

Cuddalore","608 703","Cuddalore","Cuddalore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Jaya College of Paramedical Sciences, Tiruninravur, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/1620/Jaya-College-of-Paramedical-Sciences.html","Jaya College of Paramedical Sciences","Physiotherapy","null","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","Jaya College of Paramedical Sciences

No.8, IInd Main Road

Krishnapuram

M.T.H. Road

Tiruninravur","602 024","Tiruninravur","Tiruvallur","null","null","[{""Courses"":""» B.P.T. - Physiotherapy""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Durai Vidhyalakshmi College of Education, Gudiyattam, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1999/Durai-Vidhyalakshmi-College-of-Education.html","Durai Vidhyalakshmi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","Durai Vidhyalakshmi College of Education

Keelpudur Village

Chennangkuppam Post

Gudiyattam","632 602","Gudiyattam","Vellore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Malankara Catholic College, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/268/Malankara-Catholic-College.html","Malankara Catholic College","Arts & Science","NAAC","null","Manonmaniam Sundaranar University","1998","Co-Education","Self Finance","Malankara Catholic College

Mariagiri

Kaliyakavilai

Kanyakumari","629 153","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Bio-Technology""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Software Engineering""},{""Courses"":""» M.Sc. - Bio-Chemistry""},{""Courses"":""» M.Sc. - Bio-Technology""},{""Courses"":""» M.Sc. - Software Engineering""},{""Courses"":""» M.S.W. - Social Work""},{""Courses"":""» M.Phil. - Bio-Technology""}]"
