poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","G.P Polytechnic College, Tirupattur, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1163/G-P-Polytechnic-College.html","G.P Polytechnic College","Polytechnic","null","827","2009","Co-Education","Self Finance","G.P Polytechnic College

Vaniyambadi Road

Salai Nagar

palnanguppam

Tirupattur","635 601","Tirupattur","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","G","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/G/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Tirupattur Polytechnic College, Tirupattur, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1424/Tirupattur-Polytechnic-College.html","Tirupattur Polytechnic College","Polytechnic","AICTE","527","1997","Co-Education","Self Finance","Tirupattur Polytechnic College

Pachal Village

Thirupathur","635 601","Tirupattur","Vellore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Excel Polytechnic College, Komarapalayam, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1148/Excel-Polytechnic-College.html","Excel Polytechnic College","Polytechnic","null","735","2008","Co-Education","Self Finance","Excel Polytechnic College

Nh-47,Salem Main Road

Pallakkapalayam

Tiruchengode","637 303","Komarapalayam","Namakkal","04288 227361 to 04288 - 227368 (8 Lines)","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","E","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/E/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","M.I.E.T. Polytechnic College, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1216/M-I-E-T-Polytechnic-College.html","M.I.E.T. Polytechnic College","Polytechnic","AICTE","337","1984","Co-Education","Self Finance","M.I.E.T. Polytechnic College

Trichy - Pudukkottai Road

Gundur

Trichy","620 007","Trichy","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Lalgudi Co-operative Polytechnic College, Lalgudi, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1206/Lalgudi-Co-operative-Polytechnic-College.html","Lalgudi Co-operative Polytechnic College","Polytechnic","AICTE","565","2000","Co-Education","Self Finance","Lalgudi Co-operative Polytechnic College

Ayyan Vaikkal Road

Aangarai Village

Lalgudi","621 703","Lalgudi","Trichy","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","L","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/L/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Noorul Islam Polytechnic College, Thiruvithamcode, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1250/Noorul-Islam-Polytechnic-College.html","Noorul Islam Polytechnic College","Polytechnic","AICTE","357","1984","Co-Education","Self Finance","Noorul Islam Polytechnic College

Punkarai

Thiruvithamcode","629 174","Thiruvithamcode","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","K.M.G Polytechnic College, Pollachi, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1192/K-M-G-Polytechnic-College.html","K.M.G Polytechnic College","Polytechnic","null","821","2009","Co-Education","Self Finance","K.M.G Polytechnic College

Valparai Main Road

Angala Kurichi

Pollachi","642 007","Pollachi","Coimbatore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thirumalai Madhanur Polytechnic College, Vaniyambadi, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1419/Thirumalai-Madhanur-Polytechnic-College.html","Thirumalai Madhanur Polytechnic College","Polytechnic","null","808","2009","Co-Education","Self Finance","Thirumalai Madhanur Polytechnic College

Madhanur-Agaram Road

Thirumalaikuppam

Palur

Vaniyambadi","635 804","Vaniyambadi","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thanapandian Polytechnic College, Thirumangalam, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1404/Thanapandian-Polytechnic-College.html","Thanapandian Polytechnic College","Polytechnic","AICTE","345","1985","Co-Education","Self Finance","Thanapandian Polytechnic College

Austinpatti Road

Uchapatty

Kappalur Post

Austinpatti

Thirumangalam","625 008","Thirumangalam","Madurai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","St. Joseph Polytechnic College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1380/St-Joseph-Polytechnic-College.html","St. Joseph Polytechnic College","Polytechnic","null","802","2009","Co-Education","Self Finance","St. Joseph Polytechnic College

Velanthavalam Road

Pichanoor

Coimbatore","641 105","Coimbatore","Coimbatore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","S.A. Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1295/S-A-Polytechnic-College.html","S.A. Polytechnic College","Polytechnic","null","null","1996","Co-Education","","S A Polytechnic College,

Sundarasolavaram,

Thiruverkadu Post,

Chennai.","600 077","Chennai","Chennai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Technology""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Rukmini Shanmugam Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1284/Rukmini-Shanmugam-Polytechnic-College.html","Rukmini Shanmugam Polytechnic College","Polytechnic","AICTE","223","1982","Co-Education","Aided","Rukmini Shanmugam Polytechnic College

Varichiyur

Madurai","625 020","Madurai","Madurai","2429 282","null","[{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Textile Technology""}]","R","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/R/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","P.S.R Polytechnic College, Sivakasi, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1262/P-S-R-Polytechnic-College.html","P.S.R Polytechnic College","Polytechnic","null","594","2007","Co-Education","Self Finance","P.S.R Polytechnic College

Appayanayaken Patti

Sevalpatti

Sivakasi","626 140","Sivakasi","Virudhunagar","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Bharathi Polytechnic College for Women, Alangudi, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1342/Sri-Bharathi-Polytechnic-College-for-Women.html","Sri Bharathi Polytechnic College for Women","Polytechnic","null","755","2008","Womens","Self Finance","Sri Bharathi Polytechnic College for Women

Kaikkurichi

Alangudi","622 303","Alangudi","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Narasimma Pallavan Polytechnic College, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1246/Narasimma-Pallavan-Polytechnic-College.html","Narasimma Pallavan Polytechnic College","Polytechnic","null","741","2008","Co-Education","Self Finance","Narasimma Pallavan Polytechnic College

THIMMA SAMUDRAM

WHITE GATE

Kanchipuram","631 502","Kanchipuram","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","The Surabi College of Polytechnic, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1415/The-Surabi-College-of-Polytechnic.html","The Surabi College of Polytechnic","Polytechnic","AICTE","718","2007","Co-Education","Self Finance","The Surabi College of Polytechnic

Tiruchengode Road

Manikattipudur

Nallipalayam Post

Namakkal","637 003","Namakkal","Namakkal","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Jayaram Polytechnic College, Thuraiyur, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1185/Jayaram-Polytechnic-College.html","Jayaram Polytechnic College","Polytechnic","null","756","2008","Co-Education","Self Finance","Jayaram Polytechnic College

Karattampatty-Pagalavadi

Thuraiyur","621 014","Thuraiyur","Trichy","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","J","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/J/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Dr. M.G.R. Polytechnic College, Arani, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1134/Dr-M-G-R-Polytechnic-College.html","Dr. M.G.R. Polytechnic College","Polytechnic","AICTE","386","1995","Co-Education","Self Finance","Dr. M.G.R. Polytechnic College

A.C.S Nagar

Erumbedu

Arani","632 317","Arani","Tiruvanamalai","227 375","229 775","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","D","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/D/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","N.A. Manjammal Polytechnic College, Rajapalayam, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1237/N-A-Manjammal-Polytechnic-College.html","N.A. Manjammal Polytechnic College","Polytechnic","AICTE","377","1985","Co-Education","Self Finance","N.A. Manjammal Polytechnic College

Sakthi Nagar

M.P.K Post

Rajapalayam","626 110","Rajapalayam","Virudhunagar","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
