_id,CollegeName,university,col-list,CollegeCategory,ApprovedBy,CollegeCode,AffiliatedUniversity,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses
59,Dr. G.R. Damodaran College of Science,Bharathiyar University,"Dr. G.R. Damodaran College of Science, Coimbatore",Arts & Science,NAAC,null,Bharathiyar University,1988,Co-Education,Self Finance,"Dr. G.R. Damodaran College of Science

Civil Aerodrome (P.O)

Avinashi Road

Coimbatore",641 014,Coimbatore,Coimbatore,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Computer Science,B.Sc. - Microbiology,B.Sc. - Visual Communication,B.S.W. - Social Work,B.Com. - (Regular),B.Com. - Computer Application,B.Com. - Corporate Secretaryship,B.Com. - E-Commerce,B.C.A. - Computer Application,B.B.M. - Business Management,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Informatics,M.Sc. - Bio-Technology,M.Sc. - Computer Science,M.Sc. - Micro Biology,M.Sc. - Software Systems (Integrated ),M.S.W. - Social Work,M.I.B. - International Business,M.A. - Mass Communication,P.G.D. - Bio-Informatics,P.G.D. - International Business,P.G.D. - Marketing Management,P.G.D. - Multimedia System,P.G.D. - Tourism and Travel Management,Ph.D. - Bio-Technology,Ph.D. - Commerce,Ph.D. - Microbiology,Ph.D. - Social Work,M.Phil. - Bio-Technology,M.Phil. - Commerce,M.Phil. - Communication,M.Phil. - Computer Science,M.Phil. - Management,M.Phil. - Microbiology,M.Phil. - Social Work"
60,Ganesh College of Engineering,Anna University,"Ganesh College of Engineering, Salem",Engineering,AICTE,2341,Anna University,2011,Co-Education,Self Finance,"Ganesh College of Engineering

Attur Main Road, Mettupatti

Salem",636 111,Salem,Salem,"0427-2911019, 6502193",null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
61,TERF's Academy College of Arts and Science,Bharathiyar University,"TERF's Academy College of Arts and Science, Tirupur",Arts & Science,null,null,Bharathiyar University,2006,Co-Education,Self Finance,"TERF's Academy College of Arts and Science

Kovilpalayampudur

Avinashipalayam Post

Tirupur",641 660,Tirupur,Tirupur,null,null,"B.Sc. - Computer Science,B.Sc. - Mathematics,B.Com. - (Regular),B.C.A. - Computer Application,B.B.M. - Business Management"
62,M.S.S. Wakf Board College,Madurai Kamaraj University,"M.S.S. Wakf Board College, Madurai",Arts & Science,NAAC,null,Madurai Kamaraj University,1968,Co-Education,Aided,"M.S.S. Wakf Board College

K.K.Nagar

Madurai",625 020,Madurai,Madurai,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Electronics,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.B.A. - Business Administration,B.A. - History,M.Sc. - Computer Science,M.Sc. - Information Science & Management,M.Com. - (Regular),M.A. - English,M.A. - History,P.G.D.C.A - Computer Applications,M.Phil. - Commerce"
63,S.R.G. Engineering College,Anna University - Coimbatore,"S.R.G. Engineering College, Namakkal",Engineering,AICTE,2767,Anna University - Coimbatore,2009,Co-Education,Self Finance,"S.R.G. Engineering College,

SH-95, Mohanur Road,

Aniyampuram Post,

Namakkal.",637 017,Namakkal,Namakkal,04286266390,null,"B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
64,N.P.R. College of Engineering and Technology,Anna University - Trichy,"N.P.R. College of Engineering and Technology, Natham, Dindigul",Engineering,AICTE,3832,Anna University - Trichy,2008,Co-Education,Self Finance,"N.P.R. College of Engineering and Technology,

Uluppakudi,

Punnapatti,

Natham,

Dindigul.",624 003,Natham,Dindigul,04544245424,04512430850,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
65,Shivparvathi Mandradiar Institute of Health Sciences,Tamil Nadu Dr. M.G.R. Medical University,"Shivparvathi Mandradiar Institute of Health Sciences, Erode",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2007,Co-Education,Self Finance,"Shivparvathi Mandradiar Institute of Health Sciences

Kangeyam Main Road

Palayakottai

Nathakadaiyur

Erode",638 108,Erode,Erode,null,null,B.Sc. - Nursing
66,V.L.B. Janakiammal College of Arts and Science,Bharathiyar University,"V.L.B. Janakiammal College of Arts and Science, Coimbatore",Arts & Science,NAAC,null,Bharathiyar University,1991,Co-Education,Self Finance,"V.L.B. Janakiammal College of Arts and Science

Kovaipudur

Coimbatore",641 042,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Sc. - Electronics,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Mathematics,B.Com. - (Regular),B.Com. - Computer Application,B.Com. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.M. - Business Management,B.A. - Corporate Secretaryship,M.Sc. - Applied Electronics,M.Sc. - Computer Science,M.Sc. - Electronics,M.Sc. - Software Systems (Integrated ),M.I.B. - International Business,M.Com. - (Regular),M.Com. - International Business,Ph.D. - Commerce,Ph.D. - Mathematics,Ph.D. - Tamil,M.Phil. - Commerce,M.Phil. - Computer Science,M.Phil. - Mathematics,M.Phil. - Tamil"
67,Madha College of Physiotherapy,Tamil Nadu Dr. M.G.R. Medical University,"Madha College of Physiotherapy, Chennai",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"Madha College of Physiotherapy

Somangalam Road

Sirukalathur

Kundrathur

Chennai",600 069,Chennai,Chennai,null,null,B.P.T. - Physiotherapy
68,Vignesh Nursing College,Tamil Nadu Dr. M.G.R. Medical University,"Vignesh Nursing College, Tiruvannamalai, Tiruvanamalai",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2008,Co-Education,Self Finance,"Vignesh Nursing College

No.131, Manlurpet Road

Kizhanaikarai

Tiruvannamalai",606 603,Tiruvannamalai,Tiruvanamalai,null,null,B.Sc. - Nursing
69,Idhaya Women's College,Alagappa University,"Idhaya Women's College, Sivagangai",Arts & Science,null,null,Alagappa University,1996,Womens,Self Finance,"Idhaya Women's College

Arockia Nagar

Sarugani

Sivagangai",623 405,Sivagangai,Sivagangai,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.B.A. - Business Administration,B.A. - Tamil,M.Sc. - Bio-Chemistry,M.Sc. - Computer Science,M.Com. - (Regular),P.G.D.C.A - Computer Applications"
70,Sri Gokulam Institute of Paramedical Sciences,Tamil Nadu Dr. M.G.R. Medical University,"Sri Gokulam Institute of Paramedical Sciences, Salem",Pharmacy,PCI,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"Sri Gokulam Institute of Paramedical Sciences

Premier Complex, No.102

Saradha College Road

Salem",636 016,Salem,Salem,null,null,D.Pharm. - Pharmacy
71,Saranathan College of Engineering,Anna University - Trichy,"Saranathan College of Engineering, Srirangam, Trichy",Engineering,AICTE,3819,Anna University - Trichy,1998,Co-Education,Self Finance,"Saranathan College of Engineering,

Tiruchy - Madurai Road,

Venkateswara Nagar,

Edamalaipattipudur (P.O),

Panjappur,

Srirangam,

Trichy.",620 012,Srirangam,Trichy,04312-473286,04312-473682,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Instrumentation and Control Engineering,B.E. - Mechanical Engineering,M.E. - Communication Systems,M.E. - Power Electronics and Drives"
72,Holy Cross Home Science College for Women,Manonmaniam Sundaranar University,"Holy Cross Home Science College for Women, Tuticorin",Arts & Science,null,null,Manonmaniam Sundaranar University,null,Womens,Self Finance,"Holy Cross Home Science College for Women

No.52, New Colony

Tuticorin",628 003,Tuticorin,Tuticorin,null,null,B.Sc. - Home Science
73,"College of Physiotherapy, J.K.K. Munirajah Medical Research Foundation",Tamil Nadu Dr. M.G.R. Medical University,"College of Physiotherapy, J.K.K. Munirajah Medical Research Foundation, Komarapalayam, Namakkal",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"College of Physiotherapy, J.K.K. Munirajah Medical Research Foundation

Ethirmedu, P.B.No 70

Valayakaranur Post

Komarapalayam",638 183,Komarapalayam,Namakkal,null,null,"B.P.T. - Physiotherapy,M.P.T. - Advanced P.T. in Cardio Pulmonary Diseases,M.P.T. - Advanced P.T. in Neurology,M.P.T. - Advanced P.T. in Orthopaedics"
74,Coimbatore Marine College,Anna University,"Coimbatore Marine College, Othakkal Mandapam, Coimbatore",Engineering,N/A,null,Anna University,2001,Co-Education,Self Finance,"Coimbatore Marine College,

296,Pollachi Main Road,

Myleripalayam,

Othakalmandapam,

Coimbatore.",641032,Othakkal Mandapam,Coimbatore,0422 2611123,0422 2364900,[
75,As-Salam College of Engineering and Technology,Anna University - Trichy,"As-Salam College of Engineering and Technology, Thanjavur",Engineering,AICTE,3855,Anna University - Trichy,2009,Co-Education,Self Finance,"As-Salam College of Engineering and Technology,

Anaikkarai Main Road,

Thirumangalakudi,

Aduthurai,

Thiruvidaimaruthur,

Thanjavur.",612 102,Thanjavur,Thanjavur,"0435–2473355, 2470444, 2472444, 6454545",null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
76,Idhaya Engineering College for Women,Anna University,"Idhaya Engineering College for Women, Chinna Salem, Villupuram",Engineering,AICTE,1605,Anna University,2001,Womens,Self Finance,"Idhaya Engineering College for Women,

Idhaya Nagar,

Nainarpalayam Road,

Chinna Salem,

Villupuram.",606 201,Chinna Salem,Villupuram,04151-58325,04151-58326,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering"
77,Sri Ramana Maharishi College of Engineering,Anna University,"Sri Ramana Maharishi College of Engineering, Tiruvannamalai, Tiruvanamalai",Engineering,AICTE,1448,Anna University,2011,Co-Education,Self Finance,"Sri Ramana Maharishi College of Engineering

Thumbai Village, Cheyyar (Tk)

Thiruvannamalai",604 407,Tiruvannamalai,Tiruvanamalai,04182 - 202155,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
78,J.C.T. College of Engineering and Technology,Anna University - Coimbatore,"J.C.T. College of Engineering and Technology, Coimbatore",Engineering,AICTE,2769,Anna University - Coimbatore,2009,Co-Education,Self Finance,"J.C.T. College of Engineering and Technology,

Pichanur,

Coimbatore.",641 105,Coimbatore,Coimbatore,9361422202,9361488801,"B.Tech. - Food Technology,B.E. - Automobile Engineering,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,B.E. - Petrochemical Engineering,B.E. - Petroleum Engineering,M.E. - Engineering Design,M.E. - Power Electronics and Drives,M.E. - Structural Engineering,M.E. - VLSI Design"
79,Sengunthar College of Education,Tamil Nadu Teachers Education University,"Sengunthar College of Education, Salem",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,null,Co-Education,Self Finance,"Sengunthar College of Education

Omalur Main Road

Taramangalam Post

Salem",636 502,Salem,Salem,null,null,B.Ed. - Education
80,St. Joseph College of Education,Tamil Nadu Teachers Education University,"St. Joseph College of Education, Kanyakumari",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"St. Joseph College of Education

Appicode

Tholayavattam (P.O)

Kanyakumari",629 157,Kanyakumari,Kanyakumari,null,null,"B.Ed. - Education,M.Ed. - Education"
81,All Saints College of Education,Tamil Nadu Teachers Education University,"All Saints College of Education, Kanyakumari",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Co-Education,Self Finance,"All Saints College of Education

Kaliakkavilai

Malayadi Post

Kanyakumari",629 153,Kanyakumari,Kanyakumari,null,null,B.Ed. - Education
82,Sarada Ramakrishna College of Education,Tamil Nadu Teachers Education University,"Sarada Ramakrishna College of Education, Vandavasi, Tiruvanamalai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Co-Education,Self Finance,"Sarada Ramakrishna College of Education

No.321/15, Melmaruvathur Road

Virudur Village

Vandavasi",604 408,Vandavasi,Tiruvanamalai,null,null,B.Ed. - Education
83,S.V.S. College of Engineering,Anna University - Coimbatore,"S.V.S. College of Engineering, Pollachi, Coimbatore",Engineering,AICTE,2654,Anna University - Coimbatore,2009,Co-Education,Self Finance,"S.V.S. College of Engineering,

J.P. Nagar,

Arasampalayam Post,Kinathukadavu,

Pollachi,

Coimbatore.",642 109,Pollachi,Coimbatore,04222619301,04259-2321331,"B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
84,"College of Physiotherapy, Sri Ramakrishna Institute of Paramedical Sciences",Tamil Nadu Dr. M.G.R. Medical University,"College of Physiotherapy, Sri Ramakrishna Institute of Paramedical Sciences, Coimbatore",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"College of Physiotherapy, Sri Ramakrishna Institute of Paramedical Sciences

No.395, Sarojini Naidu Road

Coimbatore",641 044,Coimbatore,Coimbatore,null,null,"B.P.T. - Physiotherapy,M.P.T. - Advanced P.T. in Cardio Pulmonary Diseases,M.P.T. - Advanced P.T. in Neurology,M.P.T. - Advanced P.T. in Obstetrics & Gynaecology,M.P.T. - Advanced P.T. in Orthopaedics,M.P.T. - Paediatric Neurology,M.P.T. - Sports Physiotherapy"
85,Sathyabama Institute of Education,Deemed University,"Sathyabama Institute of Education, Chennai",Teacher Education,NCTE,null,Deemed University,2008,Co-Education,Self Finance,"Sathyabama Institute of Science and Technology

Jeppiar Nagar

Old Mahabalipuram Road

Chennai",600 119,Chennai,Chennai,null,null,B.Ed. - Education
86,Government Arts College for Women,Bharathidasan University,"Government Arts College for Women, Kumbakonam, Thanjavur",Arts & Science,null,null,Bharathidasan University,null,Co-Education,Government,"Government Arts College, Kumbakonam

Kumbakonam",612 001,Kumbakonam,Thanjavur,null,null,[
87,PERI Institute of Technology,Anna University,"PERI Institute of Technology, Chennai",Engineering,null,1452,Anna University,null,Co-Education,Self Finance,"PERI Institute Of Technology,

No 1, Near West Tambaram,

Mannivakkam, 

Chennai.",600 048,Chennai,Chennai,96770 52534,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
88,Sri Saradha College for Women,Bharathidasan University,"Sri Saradha College for Women, Perambalur",Arts & Science,null,null,Bharathidasan University,null,Womens,Self Finance,"Sri Saradha College for Women, Perambalur

Perambalur",621 212,Perambalur,Perambalur,null,null,"B.Sc. - Computer Science,B.Sc. - Information Technology,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration"
89,Bishop Thorp College,Bharathiyar University,"Bishop Thorp College, Erode",Arts & Science,null,null,Bharathiyar University,1984,Co-Education,Self Finance,"Bishop Thorp College

Ellis Nagar (P.O)

Dharapuram",638 657,Erode,Erode,null,null,"B.Sc. - Computer Science,B.Sc. - Mathematics,B.Com. - Co-Operation,B.Com. - Computer Application,B.Com. - E-Commerce,B.C.A. - Computer Application,M.Sc. - Computer Science,M.Sc. - Information Science & Management"
90,Sir Issac Newton College of Engineering and Technology,Anna University - Trichy,"Sir Issac Newton College of Engineering and Technology, Nagapatinam, Nagapattinam",Engineering,AICTE,3760,Anna University - Trichy,2010,Co-Education,Self Finance,"Sir Issac Newton College of Engineering and Technology,

Anthanapeetai Post,

Papakoil,

Nagappattinam",611 102,Nagapatinam,Nagapattinam,"04365 - 220262, 320644",null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
91,Avinasi Gounder Mariammal College of Education,Tamil Nadu Teachers Education University,"Avinasi Gounder Mariammal College of Education, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Avinasi Gounder Mariammal College of Education

No.12, Gandhiji Street

Karur Bye Pass Road

Kollampalayam

Erode",638 002,Erode,Erode,null,null,"B.Ed. - Education,D.T.Ed. - Dip. in Teacher Education"
